player,nationality,position,age,value,games,minutes,goals,assists,xg,xa,npxg,shots_total,passes,tackles,pressures
Georgios Kiriakopoulos,gr GRE,DF,23,3000000,26,1643,0,1,0.7,0.6,0.7,20,1138,41,271
Samir HandanoviÄ‡,si SVN,GK,35,4000000,35,3150,0,0,0.0,0.3,0.0,0,1114,0,5
Francesco Acerbi,it ITA,DF,31,12000000,36,3162,2,2,2.0,1.6,2.0,17,2011,52,320
Alexander Schwolow,de GER,GK,27,7000000,24,2091,0,0,0.0,0.0,0.0,0,979,0,0
Filippo Falco,it ITA,"FW,MF",27,3000000,30,2014,4,6,3.1,4.4,3.1,57,1012,19,235
Brandon Borrello,au AUS,"MF,FW",24,95000,7,298,0,0,0.2,0.2,0.2,6,76,9,88
Sergi Roberto,es ESP,"DF,MF",27,40000000,30,2339,1,2,0.8,2.4,0.8,9,2132,27,237
Daniele Padelli,it ITA,GK,33,65000,3,270,0,0,0.0,0.0,0.0,0,91,0,0
JĂ©rĂ©my Grimm,fr FRA,FW,32,25000,1,1,0,0,0.0,0.0,0.0,0,0,0,1
Patric,es ESP,DF,26,9000000,21,1670,0,0,0.1,0.2,0.1,6,1213,34,194
Daniele Dessena,it ITA,MF,32,40000,24,1869,2,0,1.3,0.2,1.3,18,710,24,300
Jeffrey Gouweleeuw,nl NED,DF,28,9000000,21,1645,0,1,0.0,0.3,0.0,0,755,34,153
Loris Benito,ch SUI,DF,27,3000000,23,1896,1,0,0.7,1.0,0.7,11,1315,45,306
Karl Toko Ekambi,cm CMR,FW,26,14000000,8,538,2,1,2.0,1.1,2.0,13,189,6,67
Carlos Soler,es ESP,MF,22,40000000,28,2066,2,0,1.6,1.1,1.6,18,745,28,430
Joselu,es ESP,FW,29,5000000,36,2782,11,2,10.5,2.2,9.8,81,995,25,543
Alexis Claude-Maurice,fr FRA,"MF,FW",21,8000000,22,1629,1,1,3.0,0.8,3.0,38,600,30,350
Ola Aina,ng NGA,DF,22,7000000,32,2079,0,2,0.4,2.2,0.4,12,1160,49,328
Daniel MartĂ­n,es ESP,GK,21,3500000,6,531,0,0,0.0,0.1,0.0,0,194,0,0
Jordan Ferri,fr FRA,MF,27,2000000,16,1150,0,0,0.5,0.8,0.5,11,740,28,322
Zouhair Feddal,ma MAR,DF,30,4000000,17,1431,1,2,0.8,0.7,0.8,9,1062,17,124
Andrea Papetti,it ITA,DF,17,50000,11,917,1,0,0.1,0.1,0.1,2,322,15,151
Kwadwo Asamoah,gh GHA,DF,30,6000000,8,639,0,1,0.1,0.7,0.1,3,372,9,96
Joe Willock,eng ENG,"MF,FW",19,16000000,29,857,1,1,2.3,0.8,2.3,14,368,22,242
Jonjo Shelvey,eng ENG,MF,27,14000000,26,2119,6,2,2.5,3.6,2.5,45,1091,30,392
Henri Lansbury,eng ENG,MF,28,1000000,10,195,0,0,0.1,0.1,0.1,2,81,5,61
Kevin Akpoguma,ng NGA,DF,24,4000000,18,1142,0,0,0.1,0.0,0.1,2,754,27,169
MickaĂ«l Le Bihan,fr FRA,FW,29,72500,2,100,0,1,0.1,0.2,0.1,2,23,0,12
Daryl Janmaat,nl NED,DF,30,4000000,8,607,0,1,0.3,0.4,0.3,4,341,16,137
Darko LazoviÄ‡,rs SRB,DF,28,4000000,38,3239,3,7,2.4,8.1,2.4,36,1673,32,278
Lucas Perrin,fr FRA,DF,20,1000000,4,360,0,0,0.3,0.0,0.3,3,256,11,37
Suk Hyun-jun,kr KOR,"FW,MF",28,1400000,13,262,1,1,1.1,0.5,1.1,12,57,4,47
Daniele Rugani,it ITA,DF,25,12000000,10,690,0,0,0.3,0.0,0.3,6,436,8,52
Moussa Niakhate,fr FRA,DF,23,9000000,33,2970,1,2,1.0,1.0,1.0,12,1450,56,373
Kortney Hause,eng ENG,DF,24,6000000,18,1545,1,0,2.1,0.2,2.1,20,789,27,182
Steven Bergwijn,nl NED,"FW,MF",21,28000000,14,704,3,1,1.2,1.0,1.2,9,259,5,117
Maxence Rivera,fr FRA,MF,17,15000,1,25,0,0,0.0,0.0,0.0,1,8,0,9
Aitor Ruibal,es ESP,"DF,FW",23,95000,25,1220,0,0,0.7,0.8,0.7,16,414,30,284
Sebastian Rode,de GER,MF,28,4000000,29,1936,3,3,0.9,1.5,0.9,12,1209,65,573
Romain Del Castillo,fr FRA,"FW,MF",23,4000000,21,1242,2,5,2.3,2.9,1.6,27,482,25,348
Adam Ounas,dz ALG,"MF,FW",22,8000000,16,1123,2,4,1.8,2.2,1.8,21,494,9,198
Sergi Guardiola,es ESP,FW,28,4000000,35,2655,8,2,6.0,1.7,5.0,54,668,19,553
Lucas Dias,fr FRA,GK,20,62500,4,317,0,0,0.0,0.0,0.0,0,97,0,0
Josip Brekalo,hr CRO,"MF,FW",21,13000000,30,1670,3,4,3.4,5.7,3.4,42,822,18,337
VĂ­ctor DĂ­az,es ESP,DF,31,1000000,36,2884,1,5,0.7,2.9,0.7,16,1507,79,405
Aitor FernĂˇndez,es ESP,GK,28,8000000,36,3240,0,0,0.0,0.2,0.0,0,1118,0,7
Hiroki Sakai,jp JPN,DF,29,5000000,21,1620,0,0,0.1,0.9,0.1,3,1112,63,231
Bryan SoumarĂ©,fr FRA,"MF,FW",20,72500,12,384,0,0,0.3,0.4,0.3,6,147,10,77
Alessandro Florenzi,it ITA,DF,28,16000000,12,752,0,0,0.3,0.7,0.3,14,675,16,131
RaĂşl GarcĂ­a,es ESP,"DF,MF",30,800,12,1012,0,1,0.2,0.3,0.2,8,454,20,146
AngeliĂ±o,es ESP,DF,22,25000000,13,1095,1,2,0.7,2.3,0.7,5,426,8,47
Ismael GutiĂ©rrez,es ESP,MF,18,90000,3,83,0,0,0.0,0.0,0.0,0,27,2,19
Fikayo Tomori,eng ENG,DF,21,16000000,15,1291,1,0,0.6,0.2,0.6,7,1098,30,149
Bernardo,br BRA,DF,24,4800000,14,679,0,0,0.2,0.2,0.2,7,383,28,129
Sebastiaan Bornauw,be BEL,DF,20,11000000,28,2447,6,0,2.7,0.5,2.7,18,1214,48,319
Moussa KonatĂ©,sn SEN,FW,26,4000000,12,614,2,0,1.9,0.1,1.0,11,118,5,139
Antonio Sanabria,py PAR,FW,23,6000000,24,1387,6,2,3.7,1.9,3.7,41,379,13,308
Ălex Remiro,es ESP,GK,24,12000000,25,2250,0,0,0.1,0.0,0.1,1,910,0,1
Ashley Young,eng ENG,DF,34,3000000,18,1185,4,4,1.2,3.1,1.2,15,634,17,125
Stanislav Lobotka,sk SVK,MF,24,16000000,17,1383,0,0,0.2,0.5,0.2,2,646,14,120
Bernd Leno,de GER,GK,27,28000000,30,2649,0,0,0.0,0.0,0.0,0,990,0,1
Mateu Morey,es ESP,"DF,FW",19,3000000,5,197,0,1,0.6,0.4,0.6,2,165,5,38
TomĂˇs RincĂłn,ve VEN,MF,31,5000000,32,2702,1,3,0.9,1.7,0.9,18,1303,60,480
TiemouĂ© Bakayoko,fr FRA,MF,24,25000000,20,1719,1,2,1.8,0.8,1.8,24,961,70,414
Luc Ihorst,de GER,FW,19,15000,1,11,0,0,0.0,0.0,0.0,0,4,1,8
Filippo Romagna,it ITA,DF,22,4000000,18,1477,0,0,0.1,0.2,0.1,2,1026,14,100
Wahbi Khazri,tn TUN,"FW,MF",28,7000000,16,1149,3,2,3.7,1.4,3.0,45,357,18,250
Jordan Pickford,eng ENG,GK,25,28000000,38,3420,0,0,0.0,0.1,0.0,0,1373,0,8
Rony Lopes,pt POR,FW,23,10000000,5,134,0,0,0.1,0.0,0.1,2,52,1,20
Marc Bartra,es ESP,"DF,MF",28,17000000,30,2524,3,1,1.6,1.0,1.6,21,1637,62,339
Marius BĂĽlter,de GER,"MF,FW",26,2000000,32,2321,7,1,2.7,3.8,2.7,40,655,40,504
Fran BeltrĂˇn,es ESP,MF,20,13000000,28,1830,1,0,1.3,0.6,1.3,14,881,34,358
Ken Reichel,de GER,DF,32,40000,7,533,0,0,0.4,0.3,0.4,5,253,10,75
Danny Rose,eng ENG,DF,29,16000000,12,893,0,0,0.2,0.7,0.2,2,572,16,103
Kevin Long,ie IRL,DF,28,1000000,8,564,0,0,0.2,0.0,0.2,2,186,10,53
Laurent Koscielny,fr FRA,DF,33,4000000,25,2183,0,0,0.4,0.4,0.4,3,1363,27,169
Christopher Lenz,de GER,DF,24,2000000,26,2267,0,3,0.6,2.6,0.6,15,1143,61,503
Ignatius Ganago,cm CMR,"FW,MF",20,3000000,26,1239,3,1,3.0,0.8,3.0,17,366,11,285
JĂ©rĂ´me Boateng,de GER,DF,30,12000000,24,1796,0,2,0.4,1.5,0.4,6,1702,20,132
Tom Davies,eng ENG,MF,21,16000000,30,2027,1,0,2.0,0.3,2.0,17,870,36,425
Mateo PavloviÄ‡,ba BIH,DF,29,1000000,11,812,0,0,0.6,0.0,0.6,7,335,6,59
Michael Gregoritsch,at AUT,FW,25,5000000,14,829,1,1,2.9,0.8,2.9,24,213,7,163
Mirko Antonucci,it ITA,"FW,MF",20,90000,2,82,0,0,0.2,0.0,0.2,3,22,4,23
Angelo Fulgini,fr FRA,MF,22,4000000,20,1579,1,1,3.1,2.0,3.1,34,930,33,297
Aaron Ramsdale,eng ENG,GK,21,12000000,37,3330,0,1,0.0,0.1,0.0,0,1124,0,8
Mark Noble,eng ENG,MF,32,4000000,33,2674,4,3,2.8,2.9,0.5,14,1499,50,502
NehuĂ©n Paz,ar ARG,DF,26,32500,3,119,0,1,0.3,0.0,0.3,2,45,1,25
Davide Calabria,it ITA,DF,22,9000000,25,1622,1,1,0.6,0.7,0.6,13,1169,46,295
Lee Kangin,kr KOR,"MF,FW",18,20000000,17,454,2,0,0.7,0.4,0.7,11,239,3,113
Jay Rodriguez,eng ENG,FW,30,6000000,36,2016,8,1,8.0,0.9,7.2,66,495,33,573
Antonino BarillĂ ,it ITA,MF,31,1000000,26,1688,1,2,1.2,2.1,1.2,16,521,48,453
Mohamed Fares,dz ALG,"DF,MF",23,4000000,8,421,0,0,0.1,0.7,0.1,6,201,7,79
Jonny Castro,es ESP,DF,25,16000000,35,2887,2,2,1.3,0.9,1.3,17,1445,98,722
Suso,es ESP,"FW,MF",25,20000000,16,1359,1,2,1.1,3.8,1.1,31,753,17,206
Julian Brandt,de GER,"MF,FW",23,40000000,33,2203,3,7,4.0,5.6,4.0,33,1677,50,501
Suleiman Abdullahi,ng NGA,"FW,MF",22,1000000,6,157,1,0,1.3,0.2,1.3,6,40,1,25
Jack O'Connell,eng ENG,DF,25,9000000,33,2916,0,1,1.2,2.1,1.2,16,1555,35,266
Moussa Djenepo,ml MLI,"MF,DF",21,11000000,18,928,2,2,2.7,1.3,2.7,20,264,29,265
Wilfried Singo,ci CIV,DF,18,15000,4,132,1,0,0.2,0.1,0.2,2,70,2,11
Ricardo Pereira,pt POR,DF,25,32000000,28,2520,3,2,1.1,3.6,1.0,17,1875,122,563
Thiago AlcĂˇntara,es ESP,MF,28,48000000,24,1771,3,0,2.5,1.0,2.5,19,1840,54,292
Ramiro Funes Mori,ar ARG,DF,28,4000000,7,453,0,0,0.1,0.0,0.1,3,270,4,34
SaĂşl Ă‘Ă­guez,es ESP,"MF,DF",24,72000000,35,3072,6,0,4.3,1.5,2.8,41,1732,98,602
Mijat GaÄ‡inoviÄ‡,rs SRB,"MF,FW",24,6000000,23,1048,0,1,2.1,1.2,2.1,25,369,23,282
Luis Muriel,co COL,FW,28,15000000,34,1260,18,1,13.9,4.0,8.5,72,524,16,259
Robin Olsen,se SWE,GK,29,6000000,17,1524,0,0,0.0,0.0,0.0,0,500,0,0
Jeison Murillo,co COL,DF,27,6000000,18,1529,1,0,0.4,0.0,0.4,2,281,16,86
Douglas Costa,br BRA,"FW,MF",28,24000000,23,802,1,4,1.1,3.3,1.1,20,490,5,114
Tom Trybull,de GER,MF,26,3000000,16,1130,0,0,0.4,0.1,0.4,11,597,49,394
AurĂ©lien TchouamĂ©ni,fr FRA,MF,19,15000000,15,1110,0,1,0.8,0.1,0.8,12,688,21,221
Jonathan Panzo,eng ENG,DF,18,2000000,2,107,0,0,0.0,0.0,0.0,1,69,2,15
Daniele Ragatzu,it ITA,"MF,FW",27,32500,13,313,1,0,0.6,0.8,0.6,8,172,2,38
Jason Denayer,be BEL,DF,24,12000000,25,2131,0,1,0.7,0.2,0.7,5,1568,22,144
AbdĂłn Prats,es ESP,"FW,MF",26,65000,20,279,0,0,1.4,0.1,0.6,9,73,2,49
Ruben Gabrielsen,no NOR,DF,27,80000,8,656,0,0,0.4,0.0,0.4,4,278,8,38
Lebo Mothiba,za RSA,FW,23,4000000,21,1047,3,3,5.6,1.5,5.6,27,248,3,173
Ryan Fraser,sco SCO,"MF,FW",25,17000000,28,2067,1,4,3.3,4.1,3.3,27,950,9,298
HĂ©ctor Herrera,mx MEX,MF,29,16000000,21,1123,0,2,0.7,1.7,0.7,14,777,32,220
Jorge SĂˇenz,es ESP,"DF,FW",22,1000000,7,371,0,0,0.0,0.0,0.0,0,168,4,52
Achraf Hakimi,ma MAR,"DF,FW",20,54000000,33,2715,5,10,3.8,4.4,3.8,38,2422,57,464
Lucas Tousart,fr FRA,MF,22,16000000,24,1763,2,2,1.3,0.6,1.3,27,946,66,494
Antonio RĂĽdiger,de GER,DF,26,40000000,20,1710,2,0,0.6,0.3,0.6,11,1449,43,166
Riccardo Ladinetti,it ITA,MF,18,35000,3,127,0,0,0.0,0.1,0.0,0,78,2,19
AndrĂ©s Guardado,mx MEX,MF,32,3000000,28,2046,0,3,1.0,2.3,1.0,12,1041,31,367
James McArthur,sco SCO,MF,31,4000000,37,3090,0,3,2.5,2.6,2.5,29,1474,110,932
Lionel Carole,fr FRA,DF,28,2000000,18,1272,0,0,0.2,0.7,0.2,5,797,20,140
Nacho Monreal,es ESP,DF,33,3000000,29,2390,2,0,2.3,1.1,2.3,16,1381,40,304
Stefano Sabelli,it ITA,DF,26,1000000,36,3168,0,3,0.6,3.6,0.6,14,1981,104,719
Ludovic Butelle,fr FRA,GK,36,25000,26,2340,0,0,0.0,0.0,0.0,0,696,0,9
Mateo Kovacic,hr CRO,MF,25,45000000,31,2073,1,3,1.4,1.9,1.4,21,1846,80,533
Sebastian Walukiewicz,pl POL,DF,19,3000000,14,1165,0,0,0.1,0.1,0.1,1,607,16,141
Thomas Partey,gh GHA,MF,26,40000000,35,2549,3,0,1.5,1.0,1.5,31,1704,65,445
Danny Drinkwater,eng ENG,MF,29,4000000,1,58,0,0,0.0,0.0,0.0,0,20,2,23
MiloĹˇ VeljkoviÄ‡,rs SRB,DF,23,5200000,24,2051,0,1,0.2,0.8,0.2,7,1141,53,291
AndrĂ© Gomes,pt POR,MF,26,22000000,19,1458,0,1,0.2,0.9,0.2,5,859,32,367
Florian Lejeune,fr FRA,DF,28,4000000,6,442,2,0,0.6,0.1,0.6,4,187,8,58
Fernando NiĂ±o,es ESP,FW,18,1000000,5,83,1,0,0.3,0.0,0.3,1,21,3,14
Moses Simon,ng NGA,"FW,MF",24,6000000,26,2177,5,5,6.8,3.6,6.8,43,663,14,318
MattĂ©o Guendouzi,fr FRA,MF,20,40000000,24,1748,0,1,0.6,1.2,0.6,11,1144,24,384
Kristoffer Askildsen,no NOR,MF,18,1000000,4,76,1,0,0.0,0.1,0.0,1,35,2,12
Moreto CassamĂŁ,gw GNB,MF,21,2500000,7,592,0,1,0.1,0.4,0.1,3,507,21,63
TomĂˇs Pina Isla,es ESP,MF,31,1500000,20,1344,1,0,0.9,0.5,0.9,2,525,34,231
Juan Mata,es ESP,"MF,FW",31,7500000,19,758,0,2,1.1,2.0,1.1,9,523,8,118
Krisztofer HorvĂˇth,hu HUN,"FW,DF",17,5000,3,44,0,0,0.0,0.0,0.0,1,16,1,8
Louis Beyer,de GER,DF,19,2300000,3,110,0,0,0.0,0.0,0.0,0,41,6,18
Gennaro Tutino,it ITA,FW,22,2000000,6,225,0,0,0.2,0.0,0.2,3,74,1,42
Andrea Pinamonti,it ITA,FW,20,13000000,32,2236,5,1,6.7,0.6,4.9,51,624,21,489
Vlatko Stojanovski,mk MKD,FW,22,40000,6,123,0,0,0.5,0.1,0.5,2,28,2,19
LukĂˇĹˇ HaraslĂ­n,sk SVK,FW,23,1600000,11,384,1,0,0.9,0.4,0.9,11,131,8,63
Cristian Romero,ar ARG,DF,21,13000000,30,2577,1,1,2.3,0.5,1.5,14,1535,61,474
Erick Cabaco,uy URU,DF,24,4000000,11,809,0,0,0.2,0.1,0.2,4,349,14,51
Joan JordĂˇn,es ESP,MF,25,14000000,34,2254,2,2,1.6,3.5,1.6,28,1747,60,494
Enric Gallego,es ESP,FW,32,1000000,14,880,3,0,2.4,0.8,2.4,21,258,10,173
Maximilian Eggestein,de GER,"MF,DF",22,13000000,32,2855,1,3,2.5,1.7,2.5,42,1483,51,560
Eric Dier,eng ENG,"DF,MF",25,22000000,19,1344,0,2,1.0,0.1,1.0,8,876,25,204
Ferris N'Goma,fr FRA,"FW,MF",26,55000,4,25,1,0,0.8,0.0,0.0,1,12,0,7
Phil Jagielka,eng ENG,DF,36,80000,6,244,0,0,0.0,0.0,0.0,0,73,6,26
IsmaĂ«l TraorĂ©,ci CIV,DF,32,1000000,23,2052,0,0,0.9,0.1,0.9,9,1027,32,218
Nick Woltemade,de GER,"FW,MF",17,32500,5,92,0,0,0.0,0.1,0.0,1,21,1,38
Xabier Etxeita,es ESP,DF,31,1000000,17,1446,0,0,0.3,0.0,0.3,7,368,22,140
Ahmed Kutucu,tr TUR,"FW,MF",19,5000000,25,679,3,2,1.5,1.2,1.5,15,177,13,139
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",30,4000000,9,451,3,1,2.4,0.6,2.4,18,112,10,83
Baptiste Reynet,fr FRA,GK,28,2000000,23,2035,0,0,0.0,0.1,0.0,0,845,0,5
Philip Billing,dk DEN,MF,23,14000000,34,2530,1,1,2.5,1.0,2.5,34,1179,76,692
Dani Carvajal,es ESP,DF,27,40000000,31,2738,1,5,2.7,4.3,2.7,20,2432,70,442
Robin Knoche,de GER,DF,27,6000000,21,1594,1,0,0.5,0.1,0.5,4,936,40,190
Edu ExpĂłsito,es ESP,MF,22,3000000,35,2316,4,1,2.8,1.3,1.1,33,933,56,480
Manuel Cabit,mq MTQ,DF,26,65000,3,270,0,1,0.0,0.8,0.0,0,155,5,67
Erling HĂĄland,no NOR,FW,19,72000000,15,1063,13,2,8.1,1.6,8.1,35,236,5,140
Sergio Floccari,it ITA,FW,37,30000,24,942,1,0,1.1,0.9,1.1,17,261,9,247
Nabil Fekir,fr FRA,"MF,FW",26,32000000,32,2638,7,4,7.4,2.6,6.6,101,1034,43,598
Rodrigo Riquelme,es ESP,MF,19,2000000,1,13,0,0,0.1,0.0,0.1,1,3,0,2
Arthur Zagre,fr FRA,MF,17,6000000,1,25,0,0,0.0,0.0,0.0,0,15,2,7
Wout Weghorst,nl NED,FW,26,21000000,32,2739,16,3,15.1,2.4,12.1,82,818,15,759
Javier Eraso,es ESP,"MF,FW",29,800,20,815,0,0,0.6,0.6,0.6,10,280,9,200
IonuČ› Radu,ro ROU,GK,22,9000000,17,1530,0,1,0.0,0.1,0.0,0,659,0,1
LukĂˇĹˇ HrĂˇdeckĂ˝,fi FIN,GK,29,8000000,34,3060,0,0,0.0,0.0,0.0,0,1596,0,3
Daniel Wass,dk DEN,"DF,MF",30,11000000,35,2733,1,6,1.2,2.6,1.2,16,1601,50,370
JesĂşs Vallejo,es ESP,DF,22,6000000,2,163,0,0,0.0,0.0,0.0,0,104,4,20
Gabriel Dos Santos,br BRA,DF,21,28000000,24,2087,1,0,0.9,0.1,0.9,16,1457,44,184
Yannick Carrasco,be BEL,"MF,FW",25,22000000,15,631,1,2,1.7,0.7,1.7,17,232,13,148
Asier Illarramendi,es ESP,MF,29,14000000,3,216,0,0,0.0,0.2,0.0,1,183,3,13
Leandro Trossard,be BEL,"FW,MF",24,13000000,31,2011,5,3,4.7,4.0,4.7,42,795,28,373
Allan Nyom,cm CMR,"DF,MF",31,3000000,34,2422,2,0,0.7,0.9,0.7,13,922,49,336
Leon Dajaku,de GER,DF,18,2000000,2,12,0,0,0.0,0.0,0.0,0,6,0,4
Rune Jarstein,no NOR,GK,34,80000,29,2547,0,0,0.0,0.2,0.0,0,1007,0,2
Felipe Caicedo,ec ECU,FW,30,4000000,30,1406,9,2,6.0,2.8,5.2,30,404,27,235
Sven Bender,de GER,DF,30,7000000,33,2726,2,1,1.3,0.1,1.3,18,2499,71,336
Kepa Arrizabalaga,es ESP,GK,24,36000000,33,2970,0,0,0.0,0.0,0.0,0,1086,0,3
Mathew Leckie,au AUS,"DF,FW",28,2000000,7,195,0,0,0.1,0.0,0.1,2,85,5,71
Ruben Loftus-Cheek,eng ENG,"MF,FW",23,24000000,7,208,0,1,0.5,0.3,0.5,4,131,0,21
Marley AkĂ©,fr FRA,"FW,MF",18,1000000,9,99,0,0,0.2,0.0,0.2,3,29,4,15
RĂşben Neves,pt POR,MF,22,40000000,38,3056,2,2,1.6,2.0,1.6,62,1974,64,688
Ben Johnson,eng ENG,DF,19,2000000,3,270,0,0,0.0,0.2,0.0,1,161,8,36
Manuel Akanji,ch SUI,DF,24,20000000,29,2309,0,1,0.8,0.8,0.8,10,1929,44,223
Alex Meret,it ITA,GK,22,28000000,22,1951,0,0,0.0,0.0,0.0,0,601,0,3
Nils Petersen,de GER,"FW,MF",30,6000000,34,2436,11,2,8.3,2.4,7.5,55,512,26,551
Brendan Chardonnet,fr FRA,DF,24,65000,12,823,0,0,0.1,0.0,0.1,3,536,17,81
Aleksandar DragoviÄ‡,at AUT,DF,28,5200000,15,1029,0,0,0.5,0.1,0.5,2,936,22,108
Reinildo Mandava,mz MOZ,DF,25,2000000,16,1110,0,0,0.1,0.4,0.1,2,656,48,210
Thibaut Courtois,be BEL,GK,27,48000000,34,3060,0,0,0.1,0.0,0.1,1,1084,0,1
Amine Adli,fr FRA,"MF,FW",19,30000,4,46,0,0,0.0,0.1,0.0,0,27,0,17
PĂ©ter GulĂˇcsi,hu HUN,GK,29,9000000,32,2880,0,1,0.0,1.0,0.0,0,1268,0,1
Niklas SĂĽle,de GER,DF,23,48000000,8,641,0,1,0.2,0.5,0.2,6,612,9,45
Pedro,es ESP,FW,32,7500000,11,661,1,1,2.8,0.8,2.8,5,19,1,12
JĂ©rĂ´me Roussillon,fr FRA,DF,26,16000000,29,2364,1,1,0.8,2.5,0.8,19,1087,42,366
Streli Mamba,de GER,FW,25,1000000,24,1521,5,2,4.6,1.3,4.6,25,276,15,446
Jorge MerĂ©,es ESP,DF,22,4000000,11,619,1,0,0.7,0.1,0.7,3,381,8,72
Issiaga Sylla,gn GUI,DF,25,2000000,28,2520,0,2,1.0,1.5,1.0,23,1461,74,409
Leonardo Morosini,it ITA,"FW,MF",23,80000,3,26,0,0,0.0,0.0,0.0,0,4,1,14
Rafael,br BRA,GK,37,200,6,454,0,0,0.0,0.0,0.0,0,153,0,0
Valentino Lazaro,at AUT,"DF,MF",23,15000000,6,323,0,1,0.1,1.2,0.1,3,200,10,74
Anthony Martial,fr FRA,FW,23,48000000,32,2624,17,6,10.9,4.1,10.1,79,721,15,379
John Lundstram,eng ENG,MF,25,8000000,34,2458,5,3,5.2,2.3,5.2,44,1202,50,603
Toni Leistner,de GER,DF,28,2000000,13,1012,0,0,0.1,0.1,0.1,2,623,19,95
Yannick Gerhardt,de GER,MF,25,6000000,18,828,2,0,1.8,0.2,1.8,11,390,32,235
Leroy SanĂ©,de GER,FW,23,80000000,1,12,0,0,0.1,0.0,0.1,2,7,0,0
Phil Foden,eng ENG,"FW,MF",19,27000000,23,901,5,2,4.3,2.0,4.3,34,508,16,253
Adrien Tameze,cm CMR,MF,25,4500000,8,519,1,0,0.5,0.4,0.5,5,238,10,141
Giovani Lo Celso,ar ARG,"MF,FW",23,40000000,28,1492,0,2,1.2,2.1,1.2,18,1005,51,420
Guillermo MaripĂˇn,cl CHI,DF,25,11000000,20,1753,2,0,1.6,0.1,1.6,10,1053,51,234
Santi Mina,es ESP,"FW,MF",23,14000000,34,1944,6,3,5.7,2.4,5.7,48,706,14,405
Bilal Boutobba,fr FRA,"MF,DF",20,45000,1,5,0,0,0.0,0.0,0.0,0,6,0,2
Alessandro Tripaldelli,it ITA,DF,20,45000,2,135,0,0,0.0,0.0,0.0,0,69,4,23
BafodĂ© DiakitĂ©,fr FRA,DF,18,7000000,16,1366,2,0,1.7,0.0,1.7,11,669,21,122
Faustino Anjorin,eng ENG,FW,17,2000000,1,20,0,0,0.0,0.0,0.0,1,7,1,2
Mattias Svanberg,se SWE,MF,20,5000000,25,1051,1,2,2.0,1.4,2.0,37,417,17,268
Martinelli,br BRA,FW,18,25000000,14,663,3,0,2.3,0.3,2.3,12,138,23,247
Josh Sargent,us USA,FW,19,6000000,28,1416,4,2,4.3,1.1,4.3,28,365,15,369
Yaya Sanogo,fr FRA,FW,26,2000000,15,910,3,1,3.5,0.3,2.7,24,177,5,209
AndrĂ©s FernĂˇndez,es ESP,GK,32,80000,4,360,0,1,0.0,0.3,0.0,0,152,0,0
Faitout Maouassa,fr FRA,DF,21,8000000,23,1803,3,1,0.5,1.0,0.5,12,996,59,256
Nico Schulz,de GER,DF,26,16000000,11,594,1,0,0.4,0.2,0.4,6,454,15,74
David McGoldrick,ie IRL,FW,31,1000000,28,1815,2,2,6.8,2.1,6.8,46,623,42,456
Jerdy Schouten,nl NED,MF,22,3000000,19,1082,0,0,0.1,0.4,0.1,7,542,26,232
Andrea Consigli,it ITA,GK,32,2000000,31,2790,0,0,0.0,0.8,0.0,0,995,0,2
JiĹ™Ă­ Pavlenka,cz CZE,GK,27,6500000,33,2970,0,0,0.0,0.1,0.0,0,1200,0,8
Dennis Srbeny,de GER,"MF,FW",25,80000,8,47,1,0,0.6,0.0,0.6,2,23,5,20
Takefusa Kubo,jp JPN,"MF,FW",18,13000000,35,2312,4,4,2.8,2.9,2.8,54,764,35,492
Valon Berisha,xk KVX,"MF,FW",26,4000000,3,33,0,0,0.0,0.0,0.0,12,401,21,257
Xavi QuintillĂ ,es ESP,DF,22,4000000,19,1573,0,2,0.2,1.3,0.2,3,1040,25,204
Carlos Bacca,co COL,"FW,MF",32,2000000,19,688,2,1,3.1,0.5,3.1,17,133,3,84
TomĂˇĹˇ VaclĂ­k,cz CZE,GK,30,10000000,33,2925,0,0,0.0,0.0,0.0,0,921,0,0
Gautier Larsonneur,fr FRA,GK,22,5000000,27,2397,0,0,0.0,0.0,0.0,0,1028,0,11
Jaime Mata,es ESP,FW,30,8000000,34,2747,11,3,9.3,2.5,6.3,51,790,26,455
Nemanja MatiÄ‡,rs SRB,MF,30,16000000,21,1581,0,2,0.2,1.2,0.2,7,1240,41,276
Bakaye Dibassy,ml MLI,DF,29,2000000,22,1868,2,0,0.8,0.1,0.8,5,902,35,199
Miguel Veloso,pt POR,MF,33,80000,34,2811,3,4,2.1,5.0,2.1,36,1683,60,614
Ander Barrenetxea,es ESP,"FW,MF",17,9000000,17,442,0,0,0.8,0.5,0.8,15,191,11,128
Oscar Wendt,se SWE,DF,33,1000000,25,1680,2,2,1.3,2.1,1.3,9,1063,30,273
Saman Ghoddos,ir IRN,FW,25,3000000,5,231,1,0,0.9,0.9,0.9,6,96,3,45
Laszlo Benes,sk SVK,MF,21,6000000,22,898,0,4,1.1,2.7,1.1,21,522,11,189
BeĂ±at Etxebarria,es ESP,MF,32,2000000,11,394,0,0,0.1,0.5,0.1,5,194,7,82
Manu Morlanes,es ESP,"MF,FW",20,1000000,9,253,0,1,0.0,0.5,0.0,0,192,6,66
Toni Kroos,de GER,MF,29,48000000,35,2652,4,5,2.8,4.0,2.8,57,2512,57,594
